id,pred_label,pred_score,top2_label,top2_score,weak_label,rule_hits,uncertainty,score_gap,selection_reason,subject_summary,content_summary,manual_label,notes
iDI2Sn9cjy,advertisement,0.4467863191247802,impersonation,0.4420960602439098,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""from\""]}"", ""risk_flags"": {}}",0.5532136808752197,0.004690258880870379,long_tail_priority,All published papers  in worldwide indexing,"This email was sent by paperdata25@gmail.comDisplay it in your web browser | Unsubscribe from this list


International Organization of Scientific Research (IOSR)
Call For Paper,

Dear Sir,",impersonation,
jFr5kzHNTw,advertisement,0.2804413162207391,black_industry_or_policy_violation,0.2754421366184387,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7195586837792609,0.0049991796023003965,boundary_focus,"FR/GB: Afrique, électricité/eau, lanceur d'alertes - Africa, Water / electricity, whistleblower","Newsletter Croissance PEACE : - Nos prestations
Francais / English below








La Croissance Partagée avec l'Afrique
 pour Prospérer Ensemble...






Partage de la lettre autoris",advertisement,
uqTkfjSmUw,advertisement,0.3210479540827918,impersonation,0.3160045269241072,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6789520459172081,0.00504342715868461,long_tail_priority,Search International Conferences across te World,"Dear Colleague!

conferencealarm.com is an all-in-one platform that provides information 




and news about all upcoming academic conferences, workshops, and 




seminars, across all",phishing,
cWE4V0YxyT,advertisement,0.2590696028800446,malicious_link_or_attachment,0.2533983910220242,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7409303971199553,0.005671211858020386,long_tail_priority,New from Rotman-UTP: Shift: A New Mindset for Sustainable Execution,"Having trouble viewing this email? Click here 














Shift


A New Mindset for Sustainable Execution


By M. Kathryn Brohman, PhD, Eileen Brown, and Jim McShef",phishing,
fbSqKe2a16,advertisement,0.3489550660040599,impersonation,0.3432400335026507,malicious_link_or_attachment,"{""weak_label"": ""malicious_link_or_attachment"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""malicious_link_or_attachment\"": [\""url\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.6510449339959401,0.005715032501409201,long_tail_priority|strong_conflict,,"Tomorrow at 2pm ET

When is this webinar in your time zone? Find out!













Hello Yanxiong,




Join speaker Lucas Zar",advertisement,
EDc9T4M2CA,advertisement,0.36941492435954,impersonation,0.3633450616684829,advertisement,"{""weak_label"": ""advertisement"", ""weak_rule_matches"": ""{\""advertisement\"": [\""content\"", \""url\""]}"", ""risk_flags"": {}}",0.6305850756404601,0.006069862691057082,long_tail_priority,"material 材料 and 机械工程 ,  ICMEM2019 EI  收录 , in December","会议网址：w w w . i c m e m 2 0 1 9 . o r g

会议时间：2019年12月20日至12月21日

会议地点：中国广州

截稿时间：2019年11月15号

关于2019年第二届机械工程与材料国际会议(icmem2019)的信息：

所有接收的文章将由：IOP Conference Series: Materials Science",advertisement,
ch0k83IBeR,advertisement,0.4083826791356246,impersonation,0.4020254633951231,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.5916173208643754,0.006357215740501521,long_tail_priority,World Journal of Nutrition and Food Science - Inaugural Issue Submissions Request - Follow up Email,"Dear Dr, 

Greetings for the day!!

We tried several times, but there is no response from you, we would like to contact you again!!

On behalf of World Journal of Nutrition and Food Science wo",impersonation,
lKhOMD8wqp,advertisement,0.3156882908673896,impersonation,0.3087394403043579,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{}"", ""risk_flags"": {}}",0.6843117091326104,0.006948850563031683,long_tail_priority,Join as Editorial Board Member-Current Chinese Materials Science,"Current Chinese Materials Science

 

October 31, 2019

 

Dr. WJ Xi

Beihang Univ

Mat Sci & Engn Sch

Beijing 100191

China

 

Dear Dr. Xi,

 

Current Chinese Materials",advertisement,
IxjRFiVtZ9,advertisement,0.2625739651823858,black_industry_or_policy_violation,0.2550958450692395,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""phishing\"": [\""subject\""], \""impersonation\"": [\""from\""]}"", ""risk_flags"": {}}",0.7374260348176142,0.007478120113146303,boundary_focus|strong_conflict,“BIAME北京汽车制博会”从“中国制造”到“中国‘智’造”的战略转型，实现产业的全面升级与重塑,"第十一届北京国际汽车制造业博览会

时间：2020年06月09-11日

地点：中国国际展览中心（静安庄馆）



【展会背景】

中国市场是驱动全球汽车市场增长的重要引擎，也是全球汽车制造行业集散地。汽车产业作为国民经济重要的支柱产业，是实现“中国制造2025”的重要载体，也是体现国家竞争力的标志性产业。当前中国汽车产业正在实现从“制造大国”到“制造强国”，从“中国制",advertisement,
3ypOobIvru,advertisement,0.2625739651823858,black_industry_or_policy_violation,0.2550958450692395,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""phishing\"": [\""subject\""], \""impersonation\"": [\""from\""]}"", ""risk_flags"": {}}",0.7374260348176142,0.007478120113146303,boundary_focus|strong_conflict,“BIAME北京汽车制博会”从“中国制造”到“中国‘智’造”的战略转型，实现产业的全面升级与重塑,"第十一届北京国际汽车制造业博览会

时间：2020年06月09-11日

地点：中国国际展览中心（静安庄馆）



【展会背景】

中国市场是驱动全球汽车市场增长的重要引擎，也是全球汽车制造行业集散地。汽车产业作为国民经济重要的支柱产业，是实现“中国制造2025”的重要载体，也是体现国家竞争力的标志性产业。当前中国汽车产业正在实现从“制造大国”到“制造强国”，从“中国制",advertisement,
PB0z2ZOxjo,advertisement,0.2886542645004447,phishing,0.280944069860952,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {}}",0.7113457354995554,0.007710194639492685,strong_conflict,CGA 月刊 - 2019 - 11月,如此邮件不能正常显示，请 点击此处获得最佳浏览效果。CGA月刊2019年11月关于我们|服务领域|会员|资讯|交易|联系我们|欢迎订阅推荐活动为推动“一带一路”建设、促进企业“走出去”，经国家发改委批准，在国务院及相关部委、外国政府机构及有关国际组织的大力支持下，由中国产业海外发展协会（ CGA的发起方 之一）主办的“国际产能合作论坛暨中国对外投资洽谈会”（简称“外洽会”）自2009年以来已成功举,phishing,
xe7SomKQ9M,advertisement,0.3109750363293428,black_industry_or_policy_violation,0.3032625266643103,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6890249636706571,0.007712509665032508,boundary_focus,“煤高效超洁净排放技术”专刊优秀论文推荐3,"尊敬的Quan Shen:
 《洁净煤技术》（双月刊）是由国家煤矿安全监察局主管、煤炭科学研究总院与煤炭工业洁净煤工程技术研究中心主办的科技期刊。1995年创刊，现为中国科技核心期刊、RCCSE中国核心学术期刊（A），已被美国《艾博思科数据库》（EBSCO host）、美国《乌利希期刊指南》（Ulrichsweb）、俄罗斯《文摘杂志》（AJ）、日本《日本科学技术振兴机",advertisement,
JAgB5E0RxL,advertisement,0.3109750363293428,black_industry_or_policy_violation,0.3032625266643103,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6890249636706571,0.007712509665032508,boundary_focus,“煤高效超洁净排放技术”专刊优秀论文推荐3,"尊敬的Yi Wang:
 《洁净煤技术》（双月刊）是由国家煤矿安全监察局主管、煤炭科学研究总院与煤炭工业洁净煤工程技术研究中心主办的科技期刊。1995年创刊，现为中国科技核心期刊、RCCSE中国核心学术期刊（A），已被美国《艾博思科数据库》（EBSCO host）、美国《乌利希期刊指南》（Ulrichsweb）、俄罗斯《文摘杂志》（AJ）、日本《日本科学技术振兴机构中",advertisement,
XZd309Sx5m,advertisement,0.2465205516894049,black_industry_or_policy_violation,0.2387025227234471,malicious_link_or_attachment,"{""weak_label"": ""malicious_link_or_attachment"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""malicious_link_or_attachment\"": [\""url\""]}"", ""risk_flags"": {}}",0.753479448310595,0.00781802896595779,boundary_focus|strong_conflict,法国期刊出版，文科领域文章均可，往届已CPCI-SSH检索: [yaojw@ynu.edu.cn],"This message was sent to [yaojw@ynu.edu.cn]. Unsubscribe by clicking here.


 尊敬的作者：
 您好！SSME2019组委会全体老师诚邀您投稿参会！ 
  

第二届亚太社会科学与现代教育学术会议
 2019年12月28-29日
 中国.上海
 会议主页：www.ssmeconf.info
 截稿日期",advertisement,
QUPL6M4EFy,advertisement,0.337153588923153,black_industry_or_policy_violation,0.3289443572221439,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""from\""]}"", ""risk_flags"": {}}",0.662846411076847,0.008209231701009123,boundary_focus,民生加银周观点：滞涨经济中关注以区块链为核心的产业结构化转型,"滞涨经济中关注以区块链为核心的产业结构化转型

一、一周市场回顾

上周全周上证指数上涨0.57%。

全部指数不同程度上涨，上证50指数上涨0.13%，沪深300指数上涨0.71%，中证500指数上涨0.66%，中小板指数上涨1.97%，创业板指数上涨1.62%。

行业表现方面：

农林牧渔、电子和银行行业涨幅居前，分别上涨10.27%、3.20%、1.71%。",advertisement,
vxMrLeyqgQ,advertisement,0.337153588923153,black_industry_or_policy_violation,0.3289443572221439,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""from\""]}"", ""risk_flags"": {}}",0.662846411076847,0.008209231701009123,boundary_focus,民生加银周观点：滞涨经济中关注以区块链为核心的产业结构化转型,"滞涨经济中关注以区块链为核心的产业结构化转型

一、一周市场回顾

上周全周上证指数上涨0.57%。

全部指数不同程度上涨，上证50指数上涨0.13%，沪深300指数上涨0.71%，中证500指数上涨0.66%，中小板指数上涨1.97%，创业板指数上涨1.62%。

行业表现方面：

农林牧渔、电子和银行行业涨幅居前，分别上涨10.27%、3.20%、1.71%。",advertisement,
hjxz59WVs7,advertisement,0.337153588923153,black_industry_or_policy_violation,0.3289443572221439,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""from\""]}"", ""risk_flags"": {}}",0.662846411076847,0.008209231701009123,boundary_focus,民生加银周观点：滞涨经济中关注以区块链为核心的产业结构化转型,"滞涨经济中关注以区块链为核心的产业结构化转型

一、一周市场回顾

上周全周上证指数上涨0.57%。

全部指数不同程度上涨，上证50指数上涨0.13%，沪深300指数上涨0.71%，中证500指数上涨0.66%，中小板指数上涨1.97%，创业板指数上涨1.62%。

行业表现方面：

农林牧渔、电子和银行行业涨幅居前，分别上涨10.27%、3.20%、1.71%。",advertisement,
btwqU7RFMc,advertisement,0.3279916544715164,impersonation,0.3194110997175363,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6720083455284835,0.008580554753980119,long_tail_priority,USP’s Evolving Biologics Strategy,"IPQ News Alert: Tuesday, October 29, 2019















NOTE FROM THE EDITOR-IN-CHIEF: In the story below, we explore how USP is evolving its standard-se",advertisement,
Mj07zh8etI,advertisement,0.3940055982517776,impersonation,0.3852609128691585,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6059944017482224,0.008744685382619133,long_tail_priority,"Atlantis Press｛CPCI index｝ESEM 2020,  2019/11/8日日截稿，投稿从速","Invitation

 

5th International Conference on Education Science and Education Management

[ESEM 2020]

Dear Author,

Hello! It is understood that you have made outstanding achievements",advertisement,
24XdaqTKWb,advertisement,0.2852832171397017,impersonation,0.2764429449030252,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7147167828602983,0.008840272236676494,long_tail_priority,理论数学：出刊12月,"刊名：理论数学FIELDS：
 数论　代数学　拓扑学　数学分析
 函数论　常微分方程　偏微分方程　积分方程   本刊登载论文或综述。
 RCCSE核心 版面: 2019年12月已发布：
弱NS*-置换子群对有限群超可解的影响
AUTHOR(S):吴湘华：广西师范大学数学与统计学院
 Vol. 9 No. 8 (October 2019)
Pages. 864-870   投稿方式",advertisement,
VP9B4G6nIp,advertisement,0.2852832171397017,impersonation,0.2764429449030252,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7147167828602983,0.008840272236676494,long_tail_priority,《理论数学》来稿次月新卷期出版,"刊名：理论数学FIELDS：
 数论　代数学　拓扑学　数学分析
 函数论　常微分方程　偏微分方程　积分方程   本刊登载论文或综述。
 RCCSE核心 版面: 2019年12月已发布：
弱NS*-置换子群对有限群超可解的影响
AUTHOR(S):吴湘华：广西师范大学数学与统计学院
 Vol. 9 No. 8 (October 2019)
Pages. 864-870   投稿方式",advertisement,
TCGhB1s9lM,advertisement,0.2184560056113594,malicious_link_or_attachment,0.2095692906602664,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {""flag_has_short_url"": 1}}",0.7815439943886405,0.008886714951093,long_tail_priority,SPECIAL OFFER,Almost 57% of males are experiencing problems with their sexual living. The root is the same for everyone - Erectile Dysfunction. We bring you this stunning pill that is going to help every man. Retur,advertisement,
ROM6iu31Er,advertisement,0.2608532608459853,impersonation,0.2519531218844425,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""from\""]}"", ""risk_flags"": {}}",0.7391467391540147,0.008900138961542792,long_tail_priority,Supermassive catalyst just blew a $2.2 million opportunity wide open,"You are receiving this as part of your free subscription to Power Profit Trades. To remove your email from this list, unsubscribe here.


You Can Now Pile Up $30,000... in the Next 30 Days

Cl",impersonation,
PmJghCRG4Z,advertisement,0.2934975254177954,impersonation,0.2845951513188291,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7065024745822046,0.00890237409896627,long_tail_priority,Elevating Commercial Aircraft Cabin Design With 3D Printing,"Jamco America is a commercial aircraft parts supplier to Boeing and Airbus based in Everett, Washington. Challenged with creating an array of complex aircraft cabin latch mechanisms, an",advertisement,
h0aqrizsTW,advertisement,0.3380054456933103,black_industry_or_policy_violation,0.3281982552841329,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{}"", ""risk_flags"": {}}",0.6619945543066896,0.009807190409177435,boundary_focus,全英文稿件；与会议主题相关主题,"Call

For

Paper
           
医药/科学与生物/工程-摘.要.提.交SCI

【第.五.届】

投.稿.邮.箱:icm-sb2019@16-3.com删除-

投.稿.主.题 

1.Medicine医.学
 2.Bioinformatics.生.物.信.息.学 
 3.Biomedical Engineering生.物.医.学.工.",advertisement,
1e5W9FbqcJ,advertisement,0.2786491079627746,malicious_link_or_attachment,0.2685101981629883,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7213508920372254,0.010138909799786266,long_tail_priority,Michael Schloter's article reached an impact milestone,"Hi Ji, 

 Your co-author, Michael Schloter, has an article that achieved a milestone of 5’000 total views. 

Prokaryotes in Subsoil—Evidence for a Strong Spatial Separation of Different Phyla b",phishing,
jfPFNRpBD8,advertisement,0.4446923718741953,impersonation,0.4343767067231068,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""from\""]}"", ""risk_flags"": {}}",0.5553076281258047,0.010315665151088504,long_tail_priority,Top Indexing Journal,"This email was sent by rediffmaildata159@gmail.comDisplay it in your web browser | Unsubscribe from this list


International Organization of Scientific Research (IOSR)
Call For Paper,

Dear Si",advertisement,
pM4DJgAkfj,advertisement,0.3378065349620028,phishing,0.3269395971036519,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {}}",0.6621934650379971,0.010866937858350911,strong_conflict,[4656777]分享技术信息：巴鲁夫自动化（上海）有限公司《传感器选型样本》(最新)(2019年)样本在线下载(1240页，38.50MB，PDF格式。 )[4szxv1g03f9mqru2ipxw5odcxmr7xvv9z13],"如果无法正常显示,请点击此链接",malicious_link_or_attachment,
pTHQUANVeu,advertisement,0.3378065349620028,phishing,0.3269395971036519,phishing,"{""weak_label"": ""phishing"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""phishing\"": [\""content\""]}"", ""risk_flags"": {}}",0.6621934650379971,0.010866937858350911,strong_conflict,[4419367]圆中国工业梦:巴鲁夫自动化（上海）有限公司《传感器选型样本》(最新)(2019年)(中文版)产品样本资料在线免费下载(1240页，38.50MB，PDF格式。 )[7vb2cqg04qkq3qf1ygrn4pubro98c,"如果无法正常显示,请点击此链接",malicious_link_or_attachment,
CVduxkqIDR,advertisement,0.2643487585010273,impersonation,0.2534429620538964,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7356512414989727,0.010905796447130911,long_tail_priority,You\'ve Been Nominated for inclusion with Who\'s Who,"National Publication
 & Community of Professionals
Dear Valued Candidate,

It' s my pleasure to inform you that you have been nominated for inclusion in the 2019 Professional Who' s Who publicatio",advertisement,
hqZ5JDFTRA,advertisement,0.2645327701024911,black_industry_or_policy_violation,0.2533958832434055,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7354672298975089,0.011136886859085593,boundary_focus,* Due Time 2019-Nov. 12th 1. 社会   2 . 人文   3 . 政治    4 . 教育等,"(SSCHD2019)第五届社会科学和当代人类发展学术会议

网址:www(dot)sschd2019(dot)org使用时用.代替(dot) 

Introduction  

2019年11月15 - 16日·湖北武汉 
 主题围绕“社会科学、人文、法律、教育、管理、经济、音乐、当代人类发展”等。 
 旨在为人文科学、管理和教育的专家学者及企业发展人提供一个分享研究成果、讨",advertisement,
z5IC8egWuP,advertisement,0.3382521871578356,impersonation,0.3259924452457357,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.6617478128421643,0.012259741912099942,long_tail_priority,Confirm Your Presentation Slot at Pain Management Conferences 2019,"Dear  J Jianxiu,

 Greetings!!

 I'm hoping to have the opportunity to discuss about your participation as a speaker in our upcoming conference ""World Congress on Pain Research & Management"" a",advertisement,
OY7qnAzMLj,advertisement,0.4437202170250584,impersonation,0.4305222381525233,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""from\""]}"", ""risk_flags"": {}}",0.5562797829749415,0.013197978872535154,long_tail_priority,Best Author's Choice Journal,"This email was sent by paperdata3141@gmail.comDisplay it in your web browser | Unsubscribe from this list


International Organization of Scientific Research (IOSR)
Call For Paper,

Dear Sir,",advertisement,
3ePKOuaX6C,advertisement,0.2435451496483793,malicious_link_or_attachment,0.2299806865651564,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7564548503516206,0.0135644630832229,long_tail_priority,Petit Entrepreneurship Academy - "The I-CORPS Experience: Hear First-hand from Your Colleagues","View this email in your browserRSVP TODAY!
PETIT ENTREPRENEURSHIP ACADEMY

Helping GT entrepreneurs learn how to fund and commercialize their technology""The I-CORPS Experience: Hear First-hand from",malicious_link_or_attachment,
xl9pqn4Uf1,advertisement,0.2727051467489343,black_industry_or_policy_violation,0.2590167811286203,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7272948532510657,0.013688365620314003,boundary_focus,Play BOLD with our Winter Clinics!,"#AlwaysTraining













WINTER CLINICS

Play Bold. Play Creative. Play Like A Champion.













OurWinter Clinics",advertisement,
WrIy0i7wle,advertisement,0.4438245781451708,impersonation,0.4300984342640854,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""from\""]}"", ""risk_flags"": {}}",0.5561754218548292,0.013726143881085395,long_tail_priority,Best Ranking Journal,"This email was sent by paperdata1486@gmail.comDisplay it in your web browser | Unsubscribe from this list


International Organization of Scientific Research (IOSR)
Call For Paper,

Dear Sir,",advertisement,
Kdj40msV7D,advertisement,0.3010276732305323,impersonation,0.2872286803768444,malicious_link_or_attachment,"{""weak_label"": ""malicious_link_or_attachment"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""malicious_link_or_attachment\"": [\""url\""]}"", ""risk_flags"": {}}",0.6989723267694676,0.013798992853687908,long_tail_priority|strong_conflict,Clinically Proven to stop your snoring!,"New Invention Gives Hope To All Those Suffering From Chronic Snoring...
 


Users enthusiastically. Clever invention fights annoying snoring.
Millions of people are familiar with it - snoring. Th",advertisement,
OiYvT9ZkDQ,advertisement,0.4439255563326697,impersonation,0.4296866826386948,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""], \""impersonation\"": [\""from\""]}"", ""risk_flags"": {}}",0.5560744436673303,0.014238873693974918,long_tail_priority,Best Ranking Journal,"This email was sent by iosr.paper201@gmail.comDisplay it in your web browser | Unsubscribe from this list


International Organization of Scientific Research (IOSR)
Call For Paper,

Dear Sir,",advertisement,
8c0uWQV1eY,advertisement,0.2796579719592953,impersonation,0.2642432914189085,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7203420280407047,0.015414680540386805,long_tail_priority,request: YAGEO RC0402FR-07100KL,"Dear Valued Customer,


Good day!

 

This is Alice from http://www.hardfindelectronics.com

We are specializing in Short Lead time and Hard-to-find electronic ICs, Capacitors, 

Resist",impersonation,
HR6jKTvEsL,advertisement,0.2921638936559965,impersonation,0.2764590923843992,uncertain,"{""weak_label"": ""uncertain"", ""weak_rule_matches"": ""{\""advertisement\"": [\""url\""]}"", ""risk_flags"": {}}",0.7078361063440035,0.01570480127159729,long_tail_priority,Veteran Or Active Duty? Claim These Discounts Today!,"39 Veterans Discounts Available To Those Who Served Our Country 
 SERVED OUR COUNTRY?  Claim These 39 Veterans Discounts Now!  Many companies have exclusive discounts and free products ONLY availabl",advertisement,
